account_type,media_type,content_category,traffic_source,follower_count,hashtags_count,caption_length,has_cta,is_weekend,post_hour,likes,comments,shares,saves,normalized_engagement,is_viral
creator,image,fashion,home feed,13798,10,137,0,0,23,96,2,5,14,0.010363820843600522,0
creator,reel,comedy,explore,31095,4,132,1,0,21,51,1,3,7,0.00244412284933269,0
creator,reel,photography,explore,8167,6,103,1,0,12,455,13,22,69,0.08387412758662911,0
brand,carousel,lifestyle,reels feed,4972,9,115,1,0,15,128,4,5,22,0.03921962992759453,0
brand,carousel,lifestyle,home feed,3551,6,116,1,0,14,158,4,4,20,0.061391157420444945,0
creator,image,comedy,reels feed,9696,10,101,0,0,18,108,5,6,21,0.018358085808580858,0
brand,image,fashion,external,10018,6,127,0,0,20,83,1,12,19,0.01587143142343781,0
brand,reel,lifestyle,profile,3551,4,115,0,0,9,274,8,19,55,0.1286961419318502,0
brand,carousel,music,reels feed,10034,5,108,0,0,8,116,1,4,21,0.01714171815826191,0
creator,carousel,lifestyle,hashtags,9696,3,118,0,0,11,366,10,24,56,0.058787128712871284,0
creator,image,beauty,explore,15986,10,127,0,0,7,568,15,35,74,0.053234079819842364,0
creator,carousel,music,external,10034,8,125,1,0,9,20,1,2,5,0.003787123779150887,0
creator,reel,travel,external,4542,4,140,1,0,1,269,9,15,34,0.08806693086745927,0
brand,carousel,travel,reels feed,9696,7,131,0,0,14,126,4,5,28,0.021142739273927392,0
creator,carousel,photography,hashtags,9044,7,116,0,0,19,144,0,12,15,0.02321981424148607,0
brand,reel,music,hashtags,5824,5,118,1,0,15,181,4,11,32,0.049107142857142856,0
creator,reel,food,reels feed,10034,7,131,0,0,9,88,4,7,6,0.012856288618696431,0
creator,image,photography,home feed,9461,7,119,0,0,12,26,2,0,2,0.00359370045449741,0
creator,reel,food,reels feed,3447,5,108,1,0,10,209,8,11,31,0.09283434870902234,0
creator,carousel,beauty,profile,13798,9,132,1,0,15,335,8,18,39,0.03500507319901435,0
creator,image,technology,profile,10034,9,122,1,0,13,46,0,3,3,0.006079330277058002,0
brand,reel,fashion,reels feed,7486,12,105,1,0,7,132,5,8,21,0.027785199038204648,0
creator,carousel,music,reels feed,5824,9,142,0,0,18,497,11,31,76,0.1311813186813187,0
creator,carousel,comedy,explore,3551,6,103,1,0,1,217,10,8,33,0.09208673613066742,0
brand,carousel,fitness,reels feed,5824,7,118,0,0,3,212,6,9,43,0.05786401098901099,0
creator,reel,fashion,profile,15986,12,107,1,0,17,109,5,6,11,0.009946202927561617,0
creator,carousel,beauty,profile,15923,6,121,1,0,15,174,7,11,29,0.01752182377692646,0
creator,image,music,home feed,6916,4,129,1,0,6,68,5,5,8,0.015760555234239446,0
creator,carousel,travel,home feed,31095,10,121,0,0,9,161,0,9,21,0.00739668757034893,0
creator,reel,fashion,external,5824,12,125,0,0,5,73,3,1,12,0.018200549450549452,0
brand,image,food,external,22291,6,118,0,0,0,417,14,17,70,0.028531694405814007,0
brand,image,comedy,hashtags,4972,5,121,0,0,17,335,9,17,52,0.10217216411906678,0
brand,image,fashion,hashtags,22291,9,126,0,0,13,35,1,2,7,0.002557085819388991,0
creator,carousel,fitness,profile,4972,13,137,0,0,23,93,3,7,9,0.02775543041029767,0
brand,carousel,beauty,profile,7486,8,116,0,0,9,250,7,16,41,0.05263157894736842,0
creator,image,beauty,home feed,10739,8,112,0,0,23,146,4,6,25,0.020672315858087344,0
creator,reel,photography,reels feed,3447,6,117,0,0,12,135,0,12,15,0.058311575282854654,0
creator,image,beauty,reels feed,4542,7,106,0,0,5,1413,53,71,214,0.47556142668428003,1
brand,image,photography,home feed,7486,8,109,1,0,9,373,12,17,52,0.07373764360138926,0
creator,image,beauty,profile,4542,15,107,1,0,22,125,5,5,31,0.04667547335975341,0
creator,image,fitness,hashtags,10739,8,135,0,0,1,423,12,19,53,0.05680230933978955,0
creator,reel,beauty,external,15923,4,114,1,0,0,72,2,0,6,0.005526596746844188,0
creator,carousel,comedy,profile,5824,6,142,0,0,5,207,4,8,41,0.05511675824175824,0
creator,reel,technology,profile,15923,7,113,1,0,18,118,5,6,10,0.010425171136092445,0
creator,carousel,travel,explore,6916,3,122,0,0,16,1066,30,39,164,0.22715442452284557,1
creator,carousel,comedy,reels feed,13798,10,111,0,0,0,83,3,2,14,0.00891433541092912,0
creator,image,beauty,profile,3083,8,128,0,0,14,135,2,3,0,0.04800518975024327,0
creator,image,music,profile,3083,10,137,1,0,13,124,1,0,17,0.051897502432695426,0
creator,carousel,food,explore,15986,7,124,1,0,2,384,15,15,64,0.036719629675966474,0
brand,image,technology,reels feed,10739,8,107,1,0,9,140,4,5,25,0.019834248998975696,0
creator,carousel,travel,hashtags,3447,7,129,1,0,6,71,1,4,9,0.029881055990716564,0
creator,reel,food,explore,3083,10,100,1,0,17,947,35,41,151,0.46772624067466756,1
creator,image,comedy,home feed,6916,9,114,1,0,3,423,7,21,67,0.09167148640832852,0
creator,carousel,fitness,external,3551,11,121,0,0,19,292,8,12,43,0.12109264995775838,0
creator,image,fitness,explore,15986,7,121,0,0,11,986,25,54,134,0.09170524208682597,0
creator,image,food,reels feed,3083,5,96,1,0,21,49,1,2,5,0.02173207914369121,0
creator,carousel,music,explore,3083,7,120,0,0,6,352,7,22,48,0.1712617580278949,1
creator,image,food,home feed,9044,6,129,1,0,13,512,15,27,88,0.08834586466165413,0
brand,image,comedy,reels feed,3083,6,122,0,0,1,92,4,2,14,0.04346415828738242,0
creator,image,food,reels feed,15986,4,119,0,0,16,877,26,48,108,0.08063305392218191,0
creator,carousel,travel,hashtags,10018,10,121,0,0,5,106,5,7,17,0.017069275304451986,0
creator,image,music,profile,7486,9,124,0,0,18,292,7,12,43,0.05717339032861341,0
brand,image,lifestyle,home feed,10018,9,127,1,0,5,168,5,6,23,0.024156518267119186,0
creator,reel,fashion,hashtags,5824,6,119,0,0,1,431,8,21,53,0.10576923076923077,0
creator,image,lifestyle,external,13798,8,132,1,0,12,150,5,6,19,0.015654442672851137,0
creator,reel,photography,explore,8167,9,126,0,0,22,129,3,6,24,0.024611240357536427,0
brand,reel,food,explore,7486,8,121,0,0,14,76,3,6,13,0.0168314186481432,0
creator,reel,fitness,explore,10739,8,119,0,0,9,212,2,9,30,0.028214917590092186,0
creator,image,lifestyle,profile,3551,6,128,0,0,7,198,5,7,31,0.08194874683187835,0
creator,reel,beauty,reels feed,9044,10,117,0,0,4,194,5,12,33,0.03383458646616541,0
creator,carousel,comedy,reels feed,9044,8,125,0,0,13,671,17,43,109,0.1163202122954445,0
creator,carousel,lifestyle,home feed,8167,7,126,0,0,5,103,0,7,16,0.019101261173013348,0
brand,reel,technology,explore,4542,10,118,0,0,11,312,9,18,0,0.0845442536327609,0
brand,image,music,reels feed,8167,7,124,0,0,2,37,2,3,7,0.007836414840210604,0
creator,image,comedy,reels feed,5824,13,118,0,0,14,26,1,4,4,0.008241758241758242,0
creator,image,fitness,hashtags,3083,9,108,0,0,17,384,12,18,49,0.181641258514434,1
creator,carousel,photography,profile,15923,7,133,1,0,22,297,12,18,48,0.029579853042768323,0
brand,reel,lifestyle,reels feed,5824,9,152,1,0,0,324,0,33,42,0.08705357142857142,0
creator,reel,music,reels feed,4542,10,130,0,0,14,310,16,14,58,0.11008366358432409,0
brand,reel,fashion,explore,9461,11,105,0,0,16,972,30,33,159,0.15315505760490433,1
creator,carousel,music,external,9461,12,116,0,0,7,211,6,6,26,0.03096924215199239,0
creator,carousel,music,home feed,8167,8,130,1,0,12,291,3,0,39,0.045916493204359005,0
creator,image,comedy,external,9696,12,124,0,0,5,214,10,7,28,0.03207508250825083,0
creator,reel,fashion,home feed,13798,8,121,0,0,13,0,3,3,13,0.0029714451369763735,0
creator,carousel,music,external,10034,4,123,0,0,18,36,0,2,5,0.00518237990831174,0
brand,image,technology,reels feed,10034,12,138,0,0,8,180,7,14,31,0.02969902332070959,0
creator,image,lifestyle,home feed,13798,7,126,1,0,0,143,2,9,19,0.015364545586316858,0
creator,reel,lifestyle,profile,8167,9,114,0,0,20,317,14,31,49,0.0656299742867638,0
creator,carousel,technology,home feed,4972,9,130,0,0,0,117,2,5,25,0.037409493161705554,0
creator,carousel,lifestyle,home feed,4972,5,116,1,0,12,64,0,2,10,0.018101367658889783,0
creator,image,music,external,22291,7,109,1,0,6,195,0,10,28,0.012605984478040465,0
creator,carousel,photography,profile,13798,8,119,0,0,0,298,4,12,50,0.032033628062037973,0
brand,image,music,explore,3551,13,118,0,0,3,274,5,7,42,0.10954660658969305,0
creator,carousel,comedy,external,31095,7,122,0,0,17,133,4,10,16,0.006528380768612317,0
brand,image,beauty,reels feed,6916,7,113,1,0,2,178,3,10,24,0.03788316946211683,0
creator,image,photography,reels feed,6916,8,102,0,0,21,258,11,19,36,0.05913823019086177,0
creator,reel,fitness,profile,15986,16,114,0,0,6,641,21,34,88,0.06011510071312398,0
creator,carousel,fitness,home feed,3083,16,106,0,0,17,47,0,1,9,0.022056438533895557,0
creator,reel,photography,profile,9461,8,133,0,0,0,52,0,4,9,0.008667159919670224,0
creator,reel,music,explore,13798,5,128,1,0,17,172,5,12,27,0.019713001884331064,0
creator,image,food,hashtags,22291,6,112,0,0,23,129,3,3,23,0.008523619397963304,0
creator,reel,beauty,profile,5824,10,117,1,0,8,90,3,2,12,0.021634615384615384,0
brand,carousel,technology,hashtags,4972,9,138,0,0,7,116,4,5,15,0.03399034593724859,0
creator,image,music,reels feed,31095,6,132,1,0,16,268,7,11,33,0.012252773757838882,0
brand,carousel,photography,profile,7486,10,115,0,0,1,351,13,17,51,0.07079882447234838,0
creator,reel,food,hashtags,3447,5,140,1,0,3,1362,54,72,177,0.5918189730200174,1
brand,carousel,music,hashtags,9696,11,119,1,0,14,349,8,15,62,0.055074257425742575,0
brand,image,food,external,3083,5,123,1,0,7,906,28,33,148,0.4401556925072981,1
creator,carousel,photography,profile,15986,6,126,0,0,14,580,15,32,70,0.05292130614287502,0
creator,carousel,music,reels feed,13798,8,100,0,0,6,144,4,3,24,0.015147122771416147,0
creator,reel,fashion,explore,6916,7,127,0,0,23,486,20,28,63,0.1064198958935801,0
creator,image,lifestyle,reels feed,10034,10,123,1,0,8,321,17,18,61,0.0529200717560295,0
brand,image,photography,hashtags,7486,6,114,0,0,19,125,2,5,19,0.024312049158429067,0
creator,carousel,fitness,home feed,22291,6,110,0,0,11,38,1,0,7,0.002422502355210623,0
creator,carousel,fitness,profile,15986,6,94,0,0,3,127,2,8,0,0.00969598398598774,0
brand,image,beauty,reels feed,3083,5,116,1,0,13,176,7,6,28,0.08563087901394745,0
creator,image,travel,profile,10034,10,108,0,0,10,41,0,3,5,0.005979669124975085,0
creator,image,fitness,external,4542,9,126,0,0,18,95,1,3,12,0.028621752531924262,0
creator,reel,travel,explore,15986,4,138,0,0,22,642,16,0,0,0.0421618916551983,0
creator,carousel,fashion,explore,15923,8,104,0,0,13,39,2,3,8,0.004270552031652327,0
creator,carousel,photography,home feed,13798,13,115,1,0,10,311,14,16,55,0.03601971300188433,0
brand,carousel,food,reels feed,15923,7,134,0,0,19,63,1,5,4,0.005526596746844188,0
creator,carousel,beauty,reels feed,5824,13,123,0,0,12,76,2,1,9,0.017342032967032968,0
creator,carousel,lifestyle,reels feed,3447,8,101,0,0,13,252,11,12,45,0.11604293588627793,0
creator,reel,technology,external,13798,7,111,1,0,12,101,4,2,15,0.010508769386867662,0
creator,carousel,travel,hashtags,9696,10,114,0,0,16,174,3,13,24,0.027537128712871287,0
creator,carousel,lifestyle,hashtags,10739,10,99,1,0,15,129,2,4,17,0.01666821864233169,0
creator,image,beauty,external,9696,7,118,0,0,7,147,3,5,24,0.022277227722772276,0
brand,carousel,beauty,explore,10034,7,132,0,0,16,216,6,12,33,0.03288818018736297,0
creator,carousel,fitness,explore,9044,15,134,1,0,11,220,8,14,39,0.03936311366651924,0
creator,image,lifestyle,home feed,15923,11,110,0,0,18,124,5,6,16,0.011555611379765119,0
creator,carousel,music,reels feed,3083,5,114,0,0,8,41,0,1,5,0.017515407071034706,0
creator,reel,comedy,home feed,10034,5,111,0,0,10,106,5,6,12,0.015746462029101058,0
brand,image,beauty,explore,9044,3,112,0,0,0,590,13,30,95,0.09907120743034056,0
creator,reel,travel,home feed,13798,11,107,1,0,16,300,7,12,38,0.030874039715900855,0
brand,carousel,technology,profile,5824,3,133,0,0,18,341,7,20,42,0.08567994505494506,0
creator,carousel,technology,profile,4972,13,138,0,0,12,152,7,7,19,0.04525341914722446,0
creator,carousel,fashion,external,3551,4,113,0,0,11,369,6,16,60,0.15460433680653338,1
creator,carousel,fashion,profile,22291,7,130,0,0,22,469,9,22,65,0.03064016867794177,0
creator,reel,fitness,external,10034,9,125,0,0,11,328,11,24,45,0.05102650986645406,0
creator,reel,music,external,10034,9,118,0,0,12,844,29,33,0,0.099760813235001,0
creator,carousel,fitness,home feed,7486,9,113,0,0,5,85,5,3,15,0.01790008014961261,0
brand,image,technology,profile,31095,4,133,0,0,12,806,23,32,106,0.037305032963498956,0
brand,carousel,food,hashtags,15986,10,97,1,0,20,332,7,17,63,0.032716126610784435,0
brand,carousel,technology,explore,15986,7,116,0,0,10,21,0,1,3,0.0018766420618040785,0
creator,carousel,beauty,external,15986,5,115,0,0,19,0,1,1,1,0.000437883147754285,0
creator,carousel,lifestyle,profile,15986,9,119,1,0,20,184,4,6,28,0.01663955961466283,0
creator,carousel,lifestyle,profile,9461,6,115,0,0,20,55,4,5,6,0.009512736497199028,0
creator,image,beauty,profile,22291,4,139,0,0,10,126,5,6,21,0.008792786326320039,0
creator,carousel,beauty,external,13798,3,113,0,0,11,134,3,8,14,0.013915060153645456,0
creator,image,technology,explore,8167,10,113,0,0,22,1679,35,88,270,0.31259948573527613,1
brand,reel,lifestyle,profile,4972,11,116,0,0,21,46,2,4,6,0.014883346741753822,0
brand,reel,lifestyle,hashtags,10018,8,120,1,0,14,649,21,36,96,0.09892194050708725,0
brand,carousel,photography,external,3083,6,125,0,0,8,230,6,0,33,0.0999026921829387,0
brand,carousel,lifestyle,reels feed,15986,10,115,0,0,13,399,9,20,55,0.036719629675966474,0
creator,carousel,beauty,home feed,5824,5,117,0,0,2,117,3,9,20,0.032623626373626376,0
creator,image,fashion,home feed,3447,7,119,1,0,6,3127,85,156,452,1.354511169132579,1
brand,carousel,music,hashtags,10739,5,119,1,0,5,0,6,6,27,0.007821957351708726,0
creator,image,food,external,5824,8,109,1,0,2,657,26,36,94,0.17256181318681318,1
creator,image,beauty,hashtags,31095,9,112,1,0,22,223,8,11,36,0.011062871844347967,0
creator,image,lifestyle,reels feed,9461,3,127,1,0,22,54,2,4,11,0.009724130641581228,0
creator,image,travel,explore,9696,5,121,0,0,9,502,16,25,70,0.07724834983498349,0
brand,image,technology,home feed,22291,9,105,0,0,16,296,8,15,38,0.01942487999641111,0
brand,image,technology,explore,3551,10,106,0,0,21,172,7,8,27,0.07434525485778654,0
creator,image,music,external,10034,6,112,0,0,14,522,19,27,87,0.08122383894757823,0
creator,image,beauty,reels feed,10739,8,108,0,0,13,92,1,7,18,0.014060899525095446,0
creator,reel,music,hashtags,4972,5,115,1,0,10,161,4,6,26,0.04806918744971842,0
creator,image,fashion,hashtags,22291,7,126,0,0,22,159,5,7,26,0.010856399443721682,0
creator,reel,comedy,home feed,4542,10,116,0,0,17,56,0,0,5,0.01453104359313078,0
brand,image,fitness,hashtags,10739,3,117,0,0,14,148,2,10,25,0.02160350125710029,0
creator,image,travel,explore,7486,8,107,1,0,18,47,1,2,11,0.010285866951643068,0
brand,reel,fitness,hashtags,4542,8,119,0,0,7,517,15,35,83,0.1800968736239542,1
creator,image,comedy,home feed,8167,3,126,0,0,10,289,7,15,44,0.05338557609893474,0
creator,carousel,travel,reels feed,6916,7,113,0,0,0,139,2,5,18,0.028050896471949104,0
creator,image,fitness,explore,9044,8,116,0,0,2,148,1,9,20,0.023993808049535603,0
creator,reel,travel,home feed,15923,7,117,0,0,18,180,4,13,36,0.018777868492118318,0
creator,image,music,home feed,6916,7,121,0,0,10,182,4,2,24,0.035280508964719494,0
brand,image,food,external,9696,7,113,0,0,18,154,7,8,19,0.02372112211221122,0
creator,carousel,photography,reels feed,10034,7,101,0,0,17,300,5,23,48,0.04733904723938609,0
creator,reel,travel,hashtags,9044,11,106,0,0,20,350,7,18,51,0.05749668288367979,0
creator,carousel,comedy,hashtags,15923,11,109,0,0,13,339,0,24,43,0.03121271117251774,0
creator,reel,music,profile,4972,5,119,0,0,13,457,6,19,59,0.12952534191472245,0
creator,reel,photography,explore,8167,9,106,0,0,12,121,1,5,20,0.021795028774335742,0
brand,reel,music,profile,9461,4,119,1,0,18,82,1,1,14,0.012155163301976536,0
creator,image,fashion,reels feed,31095,13,125,0,0,11,118,1,3,17,0.005242000321595112,0
creator,carousel,lifestyle,reels feed,9461,11,120,0,0,18,333,0,22,49,0.05253144487897685,0
creator,carousel,technology,profile,6916,7,129,0,0,10,90,3,6,13,0.020242914979757085,0
creator,image,fashion,profile,13798,10,99,0,0,0,544,21,24,95,0.06145818234526743,0
creator,reel,comedy,explore,4972,7,123,1,0,5,165,2,7,20,0.04625905068382945,0
brand,image,beauty,home feed,5824,6,110,0,0,9,177,5,15,28,0.04945054945054945,0
creator,carousel,beauty,profile,3551,3,120,0,0,8,443,14,23,61,0.18642635877217686,1
creator,carousel,technology,hashtags,15986,11,105,0,0,5,81,0,2,7,0.006318028274740398,0
creator,image,music,reels feed,5824,7,138,0,0,12,130,5,9,25,0.037259615384615384,0
creator,carousel,food,profile,9044,9,113,0,0,5,206,8,10,26,0.03361344537815126,0
creator,image,comedy,profile,6916,6,125,1,0,19,1011,25,58,186,0.23235974551764024,1
creator,image,technology,hashtags,9696,5,120,1,0,16,0,6,15,36,0.013304455445544554,0
creator,carousel,photography,home feed,4542,7,121,1,0,1,187,7,6,31,0.06186701893439014,0
brand,carousel,photography,profile,9044,7,131,1,0,1,162,5,3,18,0.023993808049535603,0
creator,carousel,beauty,profile,13798,11,127,1,0,9,208,9,11,31,0.023264241194375996,0
creator,image,lifestyle,explore,3083,13,129,1,0,0,213,0,8,31,0.09698345767109957,0
creator,reel,music,reels feed,3447,7,113,0,0,1,850,19,50,121,0.37133739483608935,1
creator,image,beauty,explore,13798,10,125,1,0,14,166,9,9,24,0.01877083635309465,0
creator,image,food,reels feed,7486,7,110,1,0,20,229,4,9,29,0.043013625434143735,0
creator,carousel,technology,reels feed,15923,4,114,0,0,3,128,2,8,23,0.012686051623437795,0
creator,reel,travel,profile,10018,5,133,1,0,7,227,15,10,36,0.035835496107007384,0
creator,image,food,external,9461,10,127,0,0,18,374,17,26,40,0.059824542860162776,0
creator,carousel,travel,home feed,3447,9,117,1,0,19,80,2,9,11,0.03858427618218741,0
creator,image,music,external,4972,7,121,0,0,23,422,20,19,74,0.13415124698310538,0
brand,carousel,technology,home feed,9696,11,127,0,0,16,315,8,17,48,0.0492986798679868,0
creator,image,photography,hashtags,13798,5,129,0,0,6,281,7,16,43,0.031091462530801566,0
creator,carousel,photography,reels feed,5824,7,116,0,0,21,224,8,13,37,0.060611263736263736,0
creator,carousel,fashion,home feed,15923,12,142,1,0,4,220,8,12,28,0.020599133329146518,0
brand,reel,photography,reels feed,15986,12,129,0,0,0,116,1,13,18,0.012073063930939572,0
brand,reel,comedy,home feed,5824,3,93,1,0,17,282,6,8,43,0.06936813186813187,0
creator,carousel,fashion,home feed,31095,12,153,0,0,4,113,6,8,20,0.006078147612156295,0
creator,carousel,fashion,profile,10739,6,134,0,0,6,289,8,23,35,0.04134463171617469,0
brand,carousel,photography,profile,7486,9,119,1,0,13,145,2,5,23,0.028052364413572,0
creator,carousel,beauty,home feed,8167,6,126,0,0,6,130,11,6,17,0.024978572303171298,0
creator,carousel,lifestyle,hashtags,13798,3,127,0,0,16,122,1,3,12,0.011378460646470504,0
creator,carousel,lifestyle,reels feed,15923,9,116,1,0,12,84,4,5,11,0.008101488412987502,0
creator,image,comedy,external,8167,9,133,0,0,23,179,9,8,25,0.033182319089016775,0
brand,carousel,fitness,explore,22291,9,125,1,0,3,116,6,5,21,0.00829931362433269,0
creator,reel,beauty,hashtags,10034,11,120,0,0,11,90,1,2,18,0.013354594379111023,0
creator,image,fitness,external,15923,7,122,0,0,17,589,20,23,91,0.055265967468441875,0
creator,image,travel,profile,9696,7,126,0,0,22,512,16,37,61,0.08013613861386139,0
creator,carousel,beauty,reels feed,15923,7,107,1,0,21,61,2,0,0,0.004082145324373548,0
creator,carousel,technology,hashtags,31095,6,127,1,0,11,101,5,1,12,0.004438012542209358,0
creator,carousel,fitness,reels feed,6916,8,101,1,0,3,109,4,2,10,0.020676691729323307,0
creator,reel,comedy,reels feed,10739,6,115,0,0,20,235,6,13,47,0.03538504516249185,0
creator,carousel,comedy,explore,9461,10,96,0,0,15,266,10,14,38,0.04270161716520452,0
creator,reel,beauty,reels feed,10034,12,138,0,0,13,737,29,47,112,0.11560693641618497,0
brand,reel,fashion,reels feed,3083,9,136,0,0,20,64,2,3,12,0.03276029841063899,0
creator,image,technology,profile,15923,8,115,1,0,7,154,3,0,29,0.013690887395591282,0
creator,carousel,music,profile,3447,7,129,1,0,16,579,19,31,81,0.25297360023208587,1
brand,image,technology,external,9461,7,129,1,0,21,217,5,11,30,0.0338230631011521,0
creator,reel,comedy,explore,9461,3,117,0,0,4,132,3,12,21,0.022830567593277666,0
creator,image,travel,explore,5824,3,111,0,0,1,0,16,14,50,0.029876373626373628,0
brand,image,fitness,external,3083,8,116,0,0,19,444,15,24,68,0.22121310411936426,1
creator,image,fitness,hashtags,10034,11,133,0,0,22,647,21,35,99,0.09886386286625473,0
brand,carousel,travel,hashtags,10034,10,110,0,0,1,284,11,14,40,0.04265497309148894,0
creator,image,food,external,9461,7,119,1,0,21,196,0,6,24,0.02769263291406828,0
brand,image,beauty,external,3083,1,136,1,0,20,341,5,13,54,0.16153097632176452,1
creator,reel,comedy,profile,10018,6,127,1,0,11,199,4,12,27,0.02964663605510082,0
brand,image,lifestyle,reels feed,4542,8,118,0,0,16,81,1,6,16,0.02928225451343021,0
brand,carousel,photography,home feed,3447,4,130,1,0,16,0,10,14,53,0.04873803307223673,0
creator,carousel,travel,home feed,3447,12,100,1,0,7,332,9,16,56,0.14795474325500435,1
creator,carousel,travel,reels feed,3447,14,136,0,0,6,302,10,15,34,0.12619669277632725,0
brand,reel,technology,reels feed,4972,7,117,0,0,17,247,9,9,35,0.07280772325020113,0
creator,image,beauty,home feed,31095,8,118,1,0,7,77,2,3,10,0.0035375462292973146,0
creator,image,beauty,hashtags,3447,7,119,1,0,14,139,1,9,12,0.0557006092254134,0
brand,reel,lifestyle,profile,4542,8,101,0,0,13,185,6,10,26,0.06142668428005284,0
creator,image,photography,reels feed,22291,7,105,1,0,15,288,6,12,46,0.019200574222780493,0
brand,carousel,beauty,external,4972,8,125,1,0,5,313,10,15,33,0.08930008045052293,0
brand,image,fashion,profile,10034,7,115,0,0,22,495,12,28,72,0.0744468806059398,0
brand,image,comedy,reels feed,3551,9,108,0,0,22,87,4,5,11,0.03717262742889327,0
creator,image,fashion,explore,9696,15,102,1,0,14,404,17,15,67,0.06363448844884488,0
creator,reel,food,hashtags,3551,8,137,0,0,21,260,6,16,45,0.11546043368065334,0
brand,image,comedy,hashtags,7486,17,125,1,0,3,418,13,23,71,0.0874966604328079,0
creator,carousel,music,reels feed,31095,7,122,1,0,2,246,5,10,43,0.01196333815726001,0
creator,image,comedy,profile,3447,13,143,1,0,12,153,1,5,22,0.06208297069915869,0
brand,carousel,comedy,explore,6916,7,107,0,0,11,56,1,4,7,0.012145748987854251,0
creator,carousel,lifestyle,explore,31095,13,106,0,0,8,201,8,8,27,0.00948705579675189,0
creator,carousel,fashion,profile,4542,2,96,0,0,4,125,5,5,20,0.041831792162043156,0
creator,image,photography,hashtags,5824,18,129,0,0,11,274,13,14,47,0.07486263736263736,0
creator,image,technology,hashtags,7486,11,109,0,0,0,79,3,7,11,0.017098584023510555,0
creator,reel,lifestyle,profile,9696,3,112,1,0,0,183,8,3,27,0.027021452145214522,0
creator,image,comedy,profile,15923,12,113,0,0,23,631,0,34,90,0.05733844124850845,0
brand,carousel,technology,hashtags,5824,12,114,0,0,20,1002,28,61,159,0.26768543956043955,1
creator,image,fitness,home feed,13798,12,118,1,0,20,124,2,8,21,0.014060008696912596,0
creator,image,technology,profile,4542,11,118,0,0,1,687,18,32,102,0.22523117569352707,1
creator,image,travel,home feed,9461,13,143,1,0,7,243,5,14,36,0.03879082549413381,0
creator,reel,lifestyle,explore,15986,14,118,0,0,11,224,9,10,41,0.02214437632928813,0
creator,reel,lifestyle,profile,7486,5,127,0,0,21,232,2,14,37,0.04702110606465402,0
brand,reel,travel,home feed,22291,6,103,0,0,16,97,4,3,15,0.0064600062805616615,0
brand,reel,fitness,explore,9696,5,142,0,0,8,131,4,9,0,0.01712046204620462,0
creator,image,beauty,explore,13798,11,139,1,0,11,417,16,24,58,0.04616611103058414,0
brand,image,beauty,home feed,6916,7,134,0,0,5,157,6,8,20,0.033689994216310006,0
creator,carousel,beauty,external,10018,6,102,1,0,2,406,8,15,76,0.06178878019564783,0
brand,image,beauty,hashtags,4972,8,117,0,0,21,567,18,39,85,0.17900241351568785,1
creator,reel,fashion,external,22291,8,127,1,0,3,364,11,20,57,0.025122246646628685,0
brand,carousel,travel,external,15986,11,115,1,0,8,95,3,8,15,0.00969598398598774,0
brand,image,fitness,reels feed,4542,12,135,1,0,12,179,7,11,28,0.062087186261558784,0
brand,reel,comedy,profile,9696,6,109,0,0,23,319,10,14,42,0.04795792079207921,0
creator,reel,food,external,9044,6,119,0,0,1,227,12,8,30,0.037041132242370635,0
creator,image,lifestyle,hashtags,7486,10,128,0,0,2,74,2,3,14,0.015362009083622763,0
creator,carousel,technology,home feed,3083,7,104,0,0,14,465,14,26,71,0.231268245215699,1
creator,image,beauty,external,15986,10,109,1,0,23,158,6,8,24,0.015138245965219567,0
creator,carousel,technology,reels feed,8167,6,91,0,0,17,31,0,1,5,0.00538753520264479,0
creator,image,food,hashtags,15923,6,124,0,0,7,80,4,4,7,0.007159454876593607,0
creator,carousel,lifestyle,external,7486,9,120,1,0,7,746,28,24,102,0.14400213732300293,1
creator,carousel,music,explore,10034,15,128,0,0,20,206,5,14,24,0.030496312537372932,0
creator,image,photography,hashtags,3083,5,128,0,0,14,68,1,4,8,0.03178722024002595,0
creator,image,fitness,reels feed,10018,13,127,0,0,4,700,26,30,94,0.10281493312038331,0
creator,reel,fashion,external,3551,4,119,0,0,7,366,13,15,48,0.15009856378484934,1
creator,carousel,technology,explore,8167,4,121,1,0,13,274,8,14,36,0.049467368678829435,0
brand,carousel,beauty,profile,9696,11,130,0,0,6,393,9,19,55,0.05961221122112211,0
creator,reel,travel,profile,9696,7,118,0,0,13,575,0,18,77,0.08075495049504951,0
brand,image,technology,profile,15986,10,125,1,0,7,138,7,6,26,0.013887151257350181,0
creator,carousel,lifestyle,explore,3551,4,142,0,0,16,359,9,15,51,0.14756406646015208,1
brand,reel,music,hashtags,10034,4,100,0,0,22,272,11,17,35,0.041359378114411004,0
brand,reel,fitness,profile,22291,10,125,1,0,6,86,6,5,15,0.006415145125835539,0
creator,image,travel,home feed,5824,8,129,1,0,17,107,4,7,9,0.026442307692307692,0
creator,image,photography,home feed,13798,8,124,0,0,12,136,8,4,19,0.014639802869981157,0
creator,image,lifestyle,home feed,8167,11,106,0,0,11,45,1,2,6,0.007958858822088894,0
creator,image,music,explore,6916,8,113,1,0,14,215,8,8,35,0.046992481203007516,0
creator,reel,travel,explore,22291,11,115,0,0,12,119,4,4,14,0.007491812839262483,0
brand,carousel,photography,explore,15923,7,106,0,0,15,26,0,0,4,0.0021352760158261635,0
